,Unnamed: 0,C_LAT,C_LONG,TYPE,LINK,NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE_x,LATITUDE_x,TOT,orig_ogc_fid,LATITUDE_y,LONGITUDE_y,utm_e,utm_n,population,count_intersections,street_length_avg,street_length_total,streets_per_node_avg,betweenness_centrality_avg,closeness_centrality_avg,clustering_coefficient_avg,street_length_total_ext,primary_length_total_ext,highway_length_total_ext,road_length_total_ext,street_oneway_length_total_ext,fraction_oneway_ext,count_roads_ext,road_lenght_avg_ext,cf,POI_Count,N_BFA,N_OtherServices,N_Retail,N_Est_Mfg,N_Est_RW,N_Est_Services,N_Est_BFA,N_Emp_Mfg,N_Emp_RW,N_Emp_Services,N_Emp_BFA,N_Emp_Tot,fis_score
964,964,-11.887336,-77.023187,Hospital,188,Centro de Salud,0x3002,hospital,,AV TUPAC AMARU,22.0,,,CARABAYLLO,LIMA,LIMA,PERU,-77.023187,-11.887336,"-77.0232, -11.8873",1797,-11.887336,-77.023187,279623.0221,8685106.733,12669.0,159.0,84.68414097,20324.19383,3.117647059,0.047089279000000005,0.0012511310000000002,0.028039216000000002,18201.53015,2122.6636780000003,0.0,20324.19383,2069.108756,0.11367773699999999,240.0,84.68414097,2.43864012,17.0,4.0,7.0,6.0,2.0,4.0,11.0,0.0,990.0,43.0,790.0,0.0,1864.0,0.39774257700000004
965,965,-11.887336,-77.023187,Hospital,189,Centro de Salud,0x3002,hospital,,AV TUPAC AMARU,22.0,,,CARABAYLLO,LIMA,LIMA,PERU,-77.023187,-11.887336,"-77.0232, -11.8873",1797,-11.887336,-77.023187,279623.0221,8685106.733,12669.0,159.0,84.68414097,20324.19383,3.117647059,0.047089279000000005,0.0012511310000000002,0.028039216000000002,18201.53015,2122.6636780000003,0.0,20324.19383,2069.108756,0.11367773699999999,240.0,84.68414097,2.43864012,17.0,4.0,7.0,6.0,2.0,4.0,11.0,0.0,990.0,43.0,790.0,0.0,1864.0,0.39774257700000004
966,966,-11.879686999999999,-77.019867,Hospital,190,Centro de Salud,0x3002,hospital,,AV TUPAC AMARU,27.0,UB EL PROGRESO SECTOR 1,,CARABAYLLO,LIMA,LIMA,PERU,-77.019867,-11.879686999999999,"-77.0199, -11.8797",1795,-11.879686999999999,-77.019867,279976.5049,8685950.215,9336.0,182.0,75.51798565,22051.251809999998,3.43315508,0.042961799,0.0015253679999999998,0.005347594000000001,20251.92635,1799.3254600000002,0.0,22051.251809999998,2029.738279,0.100224455,292.0,75.51798565,1.5828937330000001,38.0,13.0,6.0,19.0,2.0,4.0,11.0,0.0,990.0,43.0,790.0,0.0,1864.0,0.18911895399999998
967,967,-11.879686999999999,-77.019867,Hospital,191,Centro de Salud,0x3002,hospital,,AV TUPAC AMARU,27.0,UB EL PROGRESO SECTOR 1,,CARABAYLLO,LIMA,LIMA,PERU,-77.019867,-11.879686999999999,"-77.0199, -11.8797",1795,-11.879686999999999,-77.019867,279976.5049,8685950.215,9336.0,182.0,75.51798565,22051.251809999998,3.43315508,0.042961799,0.0015253679999999998,0.005347594000000001,20251.92635,1799.3254600000002,0.0,22051.251809999998,2029.738279,0.100224455,292.0,75.51798565,1.5828937330000001,38.0,13.0,6.0,19.0,2.0,4.0,11.0,0.0,990.0,43.0,790.0,0.0,1864.0,0.18911895399999998
968,968,-11.972221000000001,-77.057362,Hospital,192,Clinica de la Solidaridad,0x3002,hospital,525-5462,AV TUPAC AMARU,2.0,AH LA MERCED,AV. TUPAC AMARU KM RIO 7.5. PARADERO LA MERCED,COMAS,LIMA,LIMA,PERU,-77.057362,-11.972221000000001,"-77.0574, -11.9722",6196,-11.972221000000001,-77.057362,275966.0816,8675685.781,11117.0,189.0,69.38082358,19357.249780000002,3.0048780489999998,0.040152024,0.001011824,0.02,19339.591790000002,17.65799037,0.0,19357.249780000002,3785.24054,0.195724945,279.0,69.38082358,1.926955028,16.0,4.0,6.0,6.0,62.0,49.0,145.0,3.0,9104.0,1147.0,24186.0,331.0,35408.0,0.260751943
969,969,-11.943912,-77.05793800000001,Hospital,193,HospitalAurelio Molina Scippa ESSALUD,0x3002,hospital,537-4552,AV GUILLERMO DE LA FUENTE,5.0,UB SANTA LUZMILA,GUILLERMO DE LA FUENTE CON JR. VICENTE MORALES,COMAS,LIMA,LIMA,PERU,-77.05793800000001,-11.943912,"-77.0579, -11.9439",2236,-11.943912,-77.05793800000001,275888.3019,8678816.582999999,11172.0,167.0,80.30472037,19032.21873,3.140350877,0.048816059,0.00130702,0.014619883,18632.74364,359.01465930000006,0.0,18991.7583,2077.040969,0.11147263199999999,237.0,80.13400126,1.925351033,39.0,15.0,10.0,14.0,17.0,14.0,46.0,0.0,1107.0,451.0,8557.0,86.0,10337.0,0.263606554
970,970,-11.879686999999999,-77.019867,Hospital,194,Centro de Salud,0x3002,hospital,,AV TUPAC AMARU,27.0,UB EL PROGRESO SECTOR 1,,CARABAYLLO,LIMA,LIMA,PERU,-77.019867,-11.879686999999999,"-77.0199, -11.8797",1795,-11.879686999999999,-77.019867,279976.5049,8685950.215,9336.0,182.0,75.51798565,22051.251809999998,3.43315508,0.042961799,0.0015253679999999998,0.005347594000000001,20251.92635,1799.3254600000002,0.0,22051.251809999998,2029.738279,0.100224455,292.0,75.51798565,1.5828937330000001,38.0,13.0,6.0,19.0,2.0,4.0,11.0,0.0,990.0,43.0,790.0,0.0,1864.0,0.18911895399999998
971,971,-11.89596,-77.03778199999999,Hospital,195,Essalud Carabayllo,0x3002,hospital,,AV UNIVERSITARIA,3.0,UB TUNGASUCA 1 ETAPA,,CARABAYLLO,LIMA,LIMA,PERU,-77.03778199999999,-11.89596,"-77.0378, -11.896",8233,-11.89596,-77.03778199999999,278039.1595,8684132.532,12652.0,186.0,90.71172063,23675.75909,3.204301075,0.056299199,0.0008428639999999999,0.045698925,18448.49549,5227.263599,0.0,23675.75909,3369.202133,0.18262747399999998,261.0,90.71172063,2.203989095,30.0,12.0,5.0,13.0,19.0,18.0,57.0,0.0,2097.0,494.0,9347.0,86.0,12201.0,0.39469183399999996
972,972,-11.89596,-77.03778199999999,Hospital,196,Essalud Carabayllo,0x3002,hospital,,AV UNIVERSITARIA,3.0,UB TUNGASUCA 1 ETAPA,,CARABAYLLO,LIMA,LIMA,PERU,-77.03778199999999,-11.89596,"-77.0378, -11.896",8233,-11.89596,-77.03778199999999,278039.1595,8684132.532,12652.0,186.0,90.71172063,23675.75909,3.204301075,0.056299199,0.0008428639999999999,0.045698925,18448.49549,5227.263599,0.0,23675.75909,3369.202133,0.18262747399999998,261.0,90.71172063,2.203989095,30.0,12.0,5.0,13.0,19.0,18.0,57.0,0.0,2097.0,494.0,9347.0,86.0,12201.0,0.39469183399999996
973,973,-11.899205,-77.038696,Hospital,197,Clinica Trujillo,0x3002,hospital,,AV UNIVERSITARIA,1.0,UB SANTA ISABEL,,CARABAYLLO,LIMA,LIMA,PERU,-77.038696,-11.899205,"-77.0387, -11.8992",2099,-11.899205,-77.038696,277943.6901,8683777.759,12652.0,186.0,90.71172063,23675.75909,3.204301075,0.056299199,0.0008428639999999999,0.045698925,18448.49549,5227.263599,0.0,23675.75909,3369.202133,0.18262747399999998,261.0,90.71172063,2.203989095,30.0,12.0,5.0,13.0,19.0,18.0,57.0,0.0,2097.0,494.0,9347.0,86.0,12201.0,0.39469183399999996
974,974,-11.970829,-76.995232,Hospital,198,Hospital ESSALUD Canto Grande,0x3002,hospital,,AV PROCERES DE LA INDEPENDENCIA,36.0,UB CANTO GRANDE,FERNANDO WIESSE CDRA. 36 MZ. M,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.995232,-11.970829,"-76.9952, -11.9708",657,-11.970829,-76.995232,282740.5892,8675890.404,16924.0,211.0,75.10209525,22981.24115,3.144859813,0.044538642,0.001155161,0.028816199,22612.632169999997,368.6089717,0.0,22981.24115,6771.287815000001,0.29944713,306.0,75.10209525,1.901267501,16.0,6.0,2.0,8.0,40.0,35.0,91.0,0.0,22162.0,1032.0,12518.0,120.0,35974.0,0.5
975,975,-11.965937,-77.002427,Hospital,199,Centro de Salud Privado,0x3002,hospital,,AV CANTO GRANDE,,PJ JESUS OROPEZA CHONTA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.002427,-11.965937,"-77.0024, -11.9659",1857,-11.965937,-77.002427,281952.3498,8676426.863,16924.0,211.0,75.10209525,22981.24115,3.144859813,0.044538642,0.001155161,0.028816199,22612.632169999997,368.6089717,0.0,22981.24115,6771.287815000001,0.29944713,306.0,75.10209525,1.901267501,16.0,6.0,2.0,8.0,40.0,35.0,91.0,0.0,22162.0,1032.0,12518.0,120.0,35974.0,0.5
976,976,-11.95532,-76.99210500000001,Hospital,200,Puesto de Salud Proyectos Especiales,0x3002,hospital,,,,AH BAYOVAR 1 ZONA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.99210500000001,-11.95532,"-76.9921, -11.9553",1863,-11.95532,-76.99210500000001,283065.9125,8677607.751,16923.0,230.0,67.67247794,23617.6948,3.266949153,0.036943928,0.001103185,0.012711864,22428.685559999998,1189.009238,0.0,23617.6948,6006.036308,0.267783696,349.0,67.67247794,2.447073229,14.0,4.0,4.0,6.0,40.0,35.0,91.0,0.0,22162.0,1032.0,12518.0,120.0,35974.0,0.5
977,977,-12.085377000000001,-77.050247,Hospital,201,Clinica Hogar de Maria,0x3002,hospital,,JR DANIEL OLAECHEA,2.0,,,JESUS MARIA,LIMA,LIMA,PERU,-77.050247,-12.085377000000001,"-77.0502, -12.0854",11672,-12.085377000000001,-77.050247,276843.8521,8663166.785,24411.0,126.0,82.79609205,16310.830130000002,3.2740740739999996,0.06517163599999999,0.000981827,0.06888888900000001,16144.983890000001,165.84623969999998,0.0,16310.830130000002,13192.87566,0.8171501290000001,197.0,82.79609205,2.522919964,42.0,14.0,13.0,15.0,385.0,677.0,2753.0,81.0,139441.0,89491.0,735515.0,45506.0,1130217.0,0.628159837
978,978,-12.161379,-76.973275,Hospital,202,Clinica Virgen de las Mercedes,0x3002,hospital,,AV SAN JUAN,7.0,UB SAN JUAN ZONA A,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.973275,-12.161379,"-76.9733, -12.1614",9533,-12.161379,-76.973275,285278.0574,8654819.783,22378.0,198.0,72.1033537,21414.69605,3.212871287,0.04934449,0.001304799,0.015676568000000002,19970.25098,1444.445072,0.0,21414.69605,5653.512399,0.283096712,297.0,72.1033537,2.0788435069999998,67.0,27.0,13.0,27.0,15.0,23.0,53.0,0.0,4954.0,1791.0,6980.0,0.0,14556.0,0.5
979,979,-12.022758,-77.000873,Hospital,203,Essalud Agencia SJL,0x3002,hospital,,JR CHINCHAYSUYO,,UB ZARATE,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.000873,-12.022758,"-77.0009, -12.0228",13979,-12.022758,-77.000873,282161.4579,8670132.627999999,23697.0,122.0,80.62034182,14350.42084,3.262295082,0.058814298,0.0014995929999999998,0.049180327999999995,14159.10323,191.31761459999998,0.0,14350.42084,3335.612491,0.23558077300000002,178.0,80.62034182,1.639154864,44.0,11.0,11.0,22.0,78.0,49.0,151.0,0.0,31551.0,2053.0,20763.0,120.0,57291.0,0.539135049
980,980,-11.944327000000001,-77.08753,Hospital,204,Centro de Salud,0x3002,hospital,,CA SANTO TORIBIO DE MOGROVEJO,,UB SAN DIEGO,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.08753,-11.944327000000001,"-77.0875, -11.9443",1792,-11.944327000000001,-77.08753,272663.7998,8678748.171,5720.0,127.0,101.2362135,19032.40815,3.115384615,0.061760678,0.001358971,0.033333333,18969.57208,62.83606003,0.0,19032.40815,4157.923259,0.219189091,188.0,101.2362135,2.083227463,3.0,0.0,0.0,3.0,142.0,28.0,372.0,0.0,25666.0,4923.0,65815.0,0.0,100979.0,0.23003443699999998
981,981,-12.183889,-77.008213,Hospital,205,Clinica Santa Leonor,0x3002,hospital,,AV HUAYLAS,26.0,UB SANTA LEONOR,,CHORRILLOS,LIMA,LIMA,PERU,-77.008213,-12.183889,"-77.0082, -12.1839",6358,-12.183889,-77.008213,281497.4528,8652302.526,11649.0,150.0,83.82169888,18273.13036,3.0822784810000003,0.060700523,0.0010368089999999999,0.054852320999999996,15176.50347,3096.626884,0.0,18273.13036,1015.331799,0.066901563,218.0,83.82169888,2.2225781959999997,41.0,13.0,14.0,14.0,55.0,43.0,121.0,2.0,12372.0,4060.0,46190.0,82.0,67032.0,0.308389225
982,982,-12.074491,-77.054854,Hospital,206,Clinica Estomatologica - UIGV,0x3002,hospital,,AV SIMON BOLIVAR,1.0,UB ISLA VERDE,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.054854,-12.074491,"-77.0549, -12.0745",3914,-12.074491,-77.054854,276323.0185,8664368.965,24441.0,144.0,86.63503835,19839.42378,3.40397351,0.050761071,0.001043093,0.056953642,17648.63946,2151.364701,0.0,19800.00416,14184.05219,0.803690971,229.0,86.46290027,2.1246980140000002,156.0,72.0,50.0,34.0,10.0,20.0,34.0,2.0,2815.0,451.0,18952.0,435.0,23420.0,0.5
983,983,-12.106297999999999,-77.00723599999999,Hospital,207,Clinica Vesalio,0x3002,hospital,618-9999,CA JOHN THOMSON,1.0,UB SANTO TOMAS,JOSEPH THOMPSON 140,SAN BORJA,LIMA,LIMA,PERU,-77.00723599999999,-12.106297999999999,"-77.0072, -12.1063",56,-12.106297999999999,-77.00723599999999,281542.9921,8660889.11,20304.0,128.0,95.27639823,17911.96287,3.3046875,0.062236361,0.001161257,0.028645833,17911.96287,0.0,0.0,17911.96287,9297.72591,0.519079119,188.0,95.27639823,1.8256715159999999,22.0,9.0,8.0,5.0,246.0,486.0,1706.0,57.0,79535.0,59199.0,472335.0,23808.0,708658.0,0.581930414
984,984,-12.106575999999999,-76.97962700000001,Hospital,208,Agusto Arriola Cirugia Estetica,0x3002,hospital,372-5361 / 997311424,AV BUENA VISTA,3.0,UB TAMBO DE MONTERRICO,BUENA VISTA 272 CHACARILLA DEL ESTANQUE,SAN BORJA,LIMA,LIMA,PERU,-76.97962700000001,-12.106575999999999,"-76.9796, -12.1066",8839,-12.106575999999999,-76.97962700000001,284548.2309,8660877.854,11423.0,68.0,128.7854881,12749.76333,3.2941176469999998,0.043246335,0.00094962,0.024509804,8450.019578,0.0,4299.743749,12749.76333,6035.659199000001,0.71427754,99.0,128.7854881,3.577012835,4.0,0.0,4.0,0.0,354.0,618.0,1776.0,47.0,170466.0,81066.0,299184.0,11739.0,596481.0,0.277437138
985,985,-12.111898,-76.999302,Hospital,209,Hospital Neoplasicas INEN,0x3002,hospital,201-6500 / 620-4991,AV ANGAMOS ESTE,26.0,UB VIPEP,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-76.999302,-12.111898,"-76.9993, -12.1119",113,-12.111898,-76.999302,282407.6603,8660275.832,11374.0,203.0,63.72133735,19626.1719,2.986607143,0.045820112999999996,0.000930649,0.013392857,15951.00846,3675.163445,0.0,19626.1719,6069.131224000001,0.38048573799999996,308.0,63.72133735,2.101213505,45.0,17.0,8.0,20.0,227.0,435.0,1180.0,35.0,97045.0,53760.0,247688.0,7574.0,434755.0,0.274621775
986,986,-12.0228,-77.02811,Hospital,210,Posta Medica,0x3002,hospital,,AV EL SOL,6.0,UB CIUDAD Y CAMPO,,RIMAC,LIMA,LIMA,PERU,-77.02811,-12.0228,"-77.0281, -12.0228",2833,-12.0228,-77.02811,279199.0564,8670110.923,12111.0,117.0,75.5268061,13292.71787,2.748251748,0.06605670799999999,0.001279701,0.034965035,13292.71787,0.0,0.0,13292.71787,1850.343648,0.139199798,176.0,75.5268061,2.2728313140000003,16.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443346852
987,987,-11.950983,-77.049945,Hospital,211,Programa de Intervencion Temprana,0x3002,hospital,,AV TUPAC AMARU,14.0,PJ PAMPAS DE COMAS SECTOR A,,COMAS,LIMA,LIMA,PERU,-77.049945,-11.950983,"-77.0499, -11.951",1550,-11.950983,-77.049945,276765.6905,8678037.488,10395.0,210.0,77.7472133,24023.888909999998,3.27014218,0.048902199,0.00125953,0.018167456999999998,20931.00054,3092.888366,0.0,24023.888909999998,5970.926476,0.285267131,309.0,77.7472133,1.993789609,31.0,14.0,3.0,14.0,17.0,14.0,46.0,0.0,1107.0,451.0,8557.0,86.0,10337.0,0.22728384
988,988,-12.054064,-77.087553,Hospital,212,Instituto de Medicina Tropical UNMSM,0x3002,hospital,452-4124 / 445-0321,UNIVERSIDAD SAN MARCOS,,,JOSE SANTOS CHOCANO 199. ALT. CDRA 53 DE AV. COLONIAL,LIMA,LIMA,LIMA,PERU,-77.087553,-12.054064,"-77.0876, -12.0541",11652,-12.054064,-77.087553,272744.9727,8666599.205,23464.0,96.0,90.20598116,12177.80746,3.092783505,0.05997807,0.00147435,0.0395189,11795.7621,382.0453568,0.0,12177.80746,284.090065,0.024084078999999998,135.0,90.20598116,3.106613948,19.0,12.0,2.0,5.0,127.0,42.0,440.0,7.0,23165.0,5695.0,80636.0,576.0,115975.0,0.559465485
989,989,-12.042956,-77.09869300000001,Hospital,213,Hospital San Jose,0x3002,hospital,319-7830,AV ELMER FAUCETT,,,LAS MAGNOLIAS 475,CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,PERU,-77.09869300000001,-12.042956,"-77.0987, -12.043",1183,-12.042956,-77.09869300000001,271526.7422,8667818.155,7068.0,184.0,64.96345960000001,17475.17063,3.094240838,0.02992662,0.0006383,0.02617801,15772.324690000001,0.0,1702.845943,17475.17063,3721.671461,0.23596213800000002,269.0,64.96345960000001,4.311411327,12.0,3.0,3.0,6.0,113.0,19.0,332.0,0.0,20362.0,4403.0,62657.0,0.0,91888.0,0.172443145
990,990,-12.057644,-77.096642,Hospital,214,Clinica Bellavista,0x3002,hospital,(01) 451-3454,CA GAVIOTAS,2.0,UB SAN JOSE,GAVIOTAS 207,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.096642,-12.057644,"-77.0966, -12.0576",47,-12.057644,-77.096642,271767.7975,8666204.464,26421.0,179.0,83.29127256,22488.64359,3.1902173910000005,0.061269317000000004,0.001127704,0.04076087,18229.0206,4259.622990999999,0.0,22488.64359,4641.0776829999995,0.254598302,270.0,83.29127256,2.516570823,81.0,43.0,22.0,16.0,127.0,42.0,440.0,7.0,23165.0,5695.0,80636.0,576.0,115975.0,0.598887916
991,991,-12.038127000000001,-77.026314,Hospital,215,Asistencia Social,0x3002,hospital,,JR MADERA,2.0,,ALAMEDA DE LOS DESCALZOS,RIMAC,LIMA,LIMA,PERU,-77.026314,-12.038127000000001,"-77.0263, -12.0381",25,-12.038127000000001,-77.026314,279407.5827,8668419.548,25082.0,104.0,94.1606941,14689.068280000001,3.165137615,0.07426619799999999,0.0009562419999999999,0.059021407000000005,12693.37587,895.9777472000001,1099.714666,14689.068280000001,8608.208071,0.67816538,156.0,94.1606941,3.180893846,52.0,29.0,4.0,19.0,156.0,169.0,447.0,9.0,35588.0,9086.0,141268.0,771.0,191046.0,0.689020464
992,992,-12.034377000000001,-77.02450400000001,Hospital,216,Casa de Retiro San Francisco de Solano,0x3002,hospital,,,,,,RIMAC,LIMA,LIMA,PERU,-77.02450400000001,-12.034377000000001,"-77.0245, -12.0344",9978,-12.034377000000001,-77.02450400000001,279600.5964,8668830.367999999,27092.0,109.0,75.10642133,13143.62373,2.859259259,0.053939991,0.001091459,0.031604938,13143.62373,0.0,0.0,13143.62373,3999.1182,0.304262986,175.0,75.10642133,3.5248645780000003,11.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
993,993,-12.038127000000001,-77.026314,Hospital,217,Asistencia Social,0x3002,hospital,,JR MADERA,2.0,,ALAMEDA DE LOS DESCALZOS,RIMAC,LIMA,LIMA,PERU,-77.026314,-12.038127000000001,"-77.0263, -12.0381",25,-12.038127000000001,-77.026314,279407.5827,8668419.548,25082.0,104.0,94.1606941,14689.068280000001,3.165137615,0.07426619799999999,0.0009562419999999999,0.059021407000000005,12693.37587,895.9777472000001,1099.714666,14689.068280000001,8608.208071,0.67816538,156.0,94.1606941,3.180893846,52.0,29.0,4.0,19.0,156.0,169.0,447.0,9.0,35588.0,9086.0,141268.0,771.0,191046.0,0.689020464
994,994,-12.047523,-77.02192,Hospital,218,Clinica San Camilo,0x3002,hospital,427-9192 / 427-0219 / 427-9503 / 426-218,JR ANCASH,8.0,,ANCASH 809,LIMA,LIMA,LIMA,PERU,-77.02192,-12.047523,"-77.0219, -12.0475",34,-12.047523,-77.02192,279894.4309,8667383.048,24392.0,56.0,120.61940449999999,10373.26878,3.2096774189999997,0.07749427099999999,0.001032198,0.037634409,10252.064209999999,0.0,0.0,10252.064209999999,6715.220861,0.6550115879999999,86.0,119.210049,2.7187796939999997,13.0,1.0,3.0,9.0,156.0,169.0,447.0,9.0,35588.0,9086.0,141268.0,771.0,191046.0,0.69719767
995,995,-12.198331,-76.952506,Hospital,219,Policlinico San Pablo,0x3002,hospital,,AV MICAELA BASTIDAS,5.0,PJ SECTOR I GRUPO 23 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.952506,-12.198331,"-76.9525, -12.1983",1401,-12.198331,-76.952506,287571.5532,8650753.575,7777.0,206.0,62.12431919,19258.53895,3.2669902910000004,0.045962817999999996,0.0014586070000000002,0.017799353,19258.53895,0.0,0.0,19258.53895,8264.01413,0.42910909,310.0,62.12431919,2.593293928,14.0,3.0,7.0,4.0,52.0,19.0,79.0,0.0,5748.0,1174.0,8408.0,0.0,17136.0,0.17575327
996,996,-12.070875,-77.05931700000001,Hospital,220,Clinica Stella Maris,0x3002,hospital,463-6666 / 4613396,AV PASEO DE LOS ANDES,9.0,UB LA AREQUIPE�A,PASEO DE LOS ANDES 923,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.05931700000001,-12.070875,"-77.0593, -12.0709",54,-12.070875,-77.05931700000001,275840.8912,8664763.684,21747.0,169.0,75.52892731,20317.28145,3.385057471,0.047641699999999995,0.001054464,0.048467433,20317.28145,0.0,0.0,20317.28145,16526.64331,0.813427887,269.0,75.52892731,2.14397944,109.0,51.0,26.0,32.0,10.0,20.0,34.0,2.0,2815.0,451.0,18952.0,435.0,23420.0,0.5
997,997,-12.077112,-77.046467,Hospital,221,Consultorio Medico Manyari,0x3002,hospital,,AV JAVIER MARIATEGUI,11.0,,,JESUS MARIA,LIMA,LIMA,PERU,-77.046467,-12.077112,"-77.0465, -12.0771",13700,-12.077112,-77.046467,277239.8717,8664088.143,24466.0,129.0,82.4161067,17719.46294,3.6976744189999997,0.056239223,0.001312896,0.082650425,17719.46294,0.0,0.0,17719.46294,16441.863709999998,0.927898535,215.0,82.4161067,1.985113854,112.0,40.0,33.0,39.0,27.0,32.0,148.0,8.0,6876.0,934.0,20781.0,3088.0,32377.0,0.5129475720000001
998,998,-12.10031,-76.971125,Hospital,222,San Pablo Centro Oncologico,0x3002,hospital,,CA TULIPANES,1.0,UB EL POLO,,SURCO,LIMA,LIMA,PERU,-76.971125,-12.10031,"-76.9711, -12.1003",18538,-12.10031,-76.971125,285468.643,8661581.574,14303.0,105.0,89.57231524,13794.13655,3.036036036,0.077988414,0.0011337539999999998,0.057057057,13794.13655,0.0,0.0,13794.13655,5537.92461,0.401469464,154.0,89.57231524,2.1333290419999997,54.0,21.0,16.0,17.0,192.0,350.0,1002.0,31.0,88978.0,42332.0,184973.0,6648.0,342493.0,0.5
999,999,-12.079767,-77.040219,Hospital,223,Hospital Edgardo Rebagliati ESSALUD,0x3002,hospital,265-4901 / 265-4904,JR EDGARDO REBAGLIATI,4.0,,REBAGLIATI 490,JESUS MARIA,LIMA,LIMA,PERU,-77.040219,-12.079767,"-77.0402, -12.0798",104,-12.079767,-77.040219,277928.11600000004,8663794.527999999,36749.0,112.0,87.27184986,15883.476680000002,3.589285714,0.069121475,0.001250606,0.030952381,15883.476680000002,0.0,0.0,15883.476680000002,15511.44096,0.976577186,182.0,87.27184986,2.0963053609999998,174.0,94.0,47.0,33.0,183.0,201.0,595.0,17.0,42464.0,10020.0,162049.0,3859.0,223423.0,0.774946557
1000,1000,-12.070561,-77.093362,Hospital,224,Policlinico Parroquial,0x3002,hospital,,CA JUAN ENRIQUE VALLADARES,3.0,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.093362,-12.070561,"-77.0934, -12.0706",14124,-12.070561,-77.093362,272127.2756,8664768.724,10046.0,192.0,70.73429697,20300.74323,3.173469388,0.051596023,0.001224003,0.046938775999999995,18552.214640000002,1748.528593,0.0,20300.74323,6393.9319829999995,0.344645214,287.0,70.73429697,1.913593959,94.0,38.0,37.0,19.0,14.0,23.0,108.0,7.0,2803.0,1292.0,17979.0,576.0,24087.0,0.21569369
1001,1001,-12.076248,-77.03584599999999,Hospital,225,Clinica La Luz,0x3002,hospital,719-6888,AV AREQUIPA,11.0,UB SANTA BEATRIZ,AV. AREQUIPA 1148,LIMA,LIMA,LIMA,PERU,-77.03584599999999,-12.076248,"-77.0358, -12.0762",12956,-12.076248,-77.03584599999999,278404.2704,8664196.41,36749.0,112.0,87.27184986,15883.476680000002,3.589285714,0.069121475,0.001250606,0.030952381,15883.476680000002,0.0,0.0,15883.476680000002,15511.44096,0.976577186,182.0,87.27184986,2.0963053609999998,174.0,94.0,47.0,33.0,183.0,201.0,595.0,17.0,42464.0,10020.0,162049.0,3859.0,223423.0,0.774946557
1002,1002,-12.089398,-77.00738,Hospital,226,Clinica Santa Isabel,0x3002,hospital,475-7777 / 475-2624,AV GUARDIA CIVIL,1.0,,GUARDIA CIVIL 133 - 135,SAN BORJA,LIMA,LIMA,PERU,-77.00738,-12.089398,"-77.0074, -12.0894",50,-12.089398,-77.00738,281507.4809,8662758.786,17684.0,124.0,92.72309356,16504.71065,3.185483871,0.065801099,0.001228427,0.052419355,16504.71065,0.0,0.0,16504.71065,7418.925369,0.44950351,178.0,92.72309356,1.9334397819999998,50.0,19.0,20.0,11.0,211.0,401.0,1528.0,53.0,71468.0,47771.0,409620.0,22882.0,616396.0,0.598757422
1003,1003,-12.085747999999999,-76.992681,Hospital,227,Instituto Nacional del Ni�o,0x3002,hospital,,CA RETORNO,,UB JAVIER PRADO,,SAN BORJA,LIMA,LIMA,PERU,-76.992681,-12.085747999999999,"-76.9927, -12.0857",12521,-12.085747999999999,-76.992681,283105.0931,8663179.861,12058.0,118.0,77.73526348,13292.73006,3.2033898310000004,0.055597390999999996,0.001508618,0.015536723,12294.286890000001,597.6239264999999,400.8192377,13292.73006,3798.5513490000003,0.308968823,171.0,77.73526348,2.724678992,42.0,17.0,16.0,9.0,30.0,82.0,228.0,15.0,7490.0,3598.0,70762.0,1557.0,88505.0,0.321833155
1004,1004,-12.106066,-77.001275,Hospital,228,Clinica Municipal,0x3002,hospital,,AV AVIACION,35.0,UB TORRES DE LIMATAMBO,,SAN BORJA,LIMA,LIMA,PERU,-77.001275,-12.106066,"-77.0013, -12.1061",2759,-12.106066,-77.001275,282185.2066,8660915.953,15466.0,133.0,87.24209858,17448.419719999998,3.311111111,0.056647007,0.001410467,0.04444444400000001,15760.24986,1543.363155,0.0,17303.61301,4657.330465999999,0.295511207,200.0,86.51806506,1.778948826,68.0,39.0,10.0,19.0,30.0,82.0,228.0,15.0,7490.0,3598.0,70762.0,1557.0,88505.0,0.5
