NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE,LATITUDE,TOT,orig_ogc_fid
CE San Felipe,0x2c05,colegio,,AV GREGORIO ESCOBEDO,10,RES SAN FELIPE,,JESUS MARIA,LIMA,LIMA,PERU,-77.056457,-12.088745,"-77.0565, -12.0887",4106
Medavan,0x3002,hospital,,AV GREGORIO ESCOBEDO,5,,,JESUS MARIA,LIMA,LIMA,PERU,-77.053319,-12.085319,"-77.0533, -12.0853",4110
Jardin Santa Maria Josefa,0x2c05,colegio,,AV HUSARES DE JUNIN,9,,,JESUS MARIA,LIMA,LIMA,PERU,-77.047234,-12.079301,"-77.0472, -12.0793",4119
Hospital Jorge Voto Bernales Essalud,0x3002,hospital,354-2416 /  354-4747,AV NICOLAS AYLLON,38,,CARRETERA CENTRAL KM 3.5,SANTA ANITA,LIMA,LIMA,PERU,-76.947557,-12.047379,"-76.9476, -12.0474",4130
Hospital Vitarte,0x3002,hospital,,AV MARIATEGUI,1,UB SANTA CRUZ,,ATE,LIMA,LIMA,PERU,-76.920159,-12.026355,"-76.9202, -12.0264",4143
Colegio Mariscal Castilla,0x2c05,colegio,,CARR CENTRAL,,,,CHACLACAYO,LIMA,LIMA,PERU,-76.817957,-11.988698,"-76.818, -11.9887",4162
IEP Florentino Pratt,0x2c05,colegio,,AV NICOLAS AYLLON,20,,,CHACLACAYO,LIMA,LIMA,PERU,-76.756409,-11.972289,"-76.7564, -11.9723",4173
Colegio Peruano Aleman Beata Imelda,0x2c05,colegio,,CARR CENTRAL,,,,LURIGANCHO,LIMA,LIMA,PERU,-76.734932,-11.958671,"-76.7349, -11.9587",4176
CE Antonianas de Maria,0x2c05,colegio,,AV LAS FLORES,1,,,LURIGANCHO,LIMA,LIMA,PERU,-76.716429,-11.947174,"-76.7164, -11.9472",4178
CE Santa Rosa,0x2c05,colegio,,,,,,LURIGANCHO,LIMA,LIMA,PERU,-76.697759,-11.936658,"-76.6978, -11.9367",4181
Laboratorios Blufstein - Anduaga,0x3002,hospital,,AV GUARDIA CIVIL,9,UB CORPAC,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.013328,-12.100861,"-77.0133, -12.1009",4184
Clinica Traumatologica Trausa,0x3002,hospital,,AV GUARDIA CIVIL,9,UB CORPAC,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.013457,-12.101068,"-77.0135, -12.1011",4185
Cuna Jardin Palitroques,0x2c05,colegio,,AV GALVEZ BARRENECHEA,1,UB CORPAC,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.013592,-12.091497,"-77.0136, -12.0915",4204
Colegio Villarreal,0x2c05,colegio,,AV AREQUIPA,26,UB LOS ROSALES,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.033358,-12.090899,"-77.0334, -12.0909",4214
Neomedic,0x3002,hospital,,AV GALVEZ BARRENECHEA,3,UB CORPAC,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.013039,-12.094567,"-77.013, -12.0946",4215
Centro Oftalmologico Confia,0x3002,hospital,,AV GALVEZ BARRENECHEA,4,UB CORPAC,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.013311,-12.094992,"-77.0133, -12.095",4216
CE John Neper,0x2c05,colegio,,AV GALVEZ BARRENECHEA,5,UB CORPAC,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.012671,-12.096047,"-77.0127, -12.096",4217
Colegio Santa Angela,0x2c05,colegio,,AV CIRCUNVALACION,28,UB SALAMANCA DE MONTERRICO,,ATE,LIMA,LIMA,PERU,-76.986475,-12.080009,"-76.9865, -12.08",4398
Colegio Rosa Victoria Marticorena,0x2c05,colegio,,AV JAVIER PRADO ESTE,79,UB MAYORAZGO CHICO,,ATE,LIMA,LIMA,PERU,-76.937324,-12.048466,"-76.9373, -12.0485",4412
Colegio San Luis Maristas,0x2c05,colegio,,AV NICOLAS DE PIEROLA,1,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.020827,-12.141308,"-77.0208, -12.1413",4432
Inicial Maria Madre de los Ninos,0x2c05,colegio,,CA MAYNAS,1,UB LA VI�ITA,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.021907,-12.138702,"-77.0219, -12.1387",4434
Colegio Nacional Virgen del Pilar,0x2c05,colegio,,JR BUENAVENTURA AGUIRRE,2,UB LA VI�ITA,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.021392,-12.136674,"-77.0214, -12.1367",4435
Colegio Independencia,0x2c05,colegio,4468041 /  Fax: 2423155,AV PASEO DE LA REPUBLICA,48,,PASEO DE LA REPUBLICA 4900 Y GRAL. VIDAL 380,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.026464,-12.114796,"-77.0265, -12.1148",4446
Colegio San Vicente de Paul,0x2c05,colegio,,CA DOMINGO ELIAS,6,,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.024914,-12.112426,"-77.0249, -12.1124",4447
Nido Jardin Vida y Alegria,0x2c05,colegio,,AV AYACUCHO,9,UB LOS ROSALES,,SURCO,LIMA,LIMA,PERU,-76.997938,-12.135568,"-76.9979, -12.1356",4456
Caritas Inicial,0x2c05,colegio,,CA DO�A CATALINA,2,UB LOS ROSALES,,SURCO,LIMA,LIMA,PERU,-76.997035,-12.137872,"-76.997, -12.1379",4466
Hospital,0x3002,hospital,,AV TOMAS VALLE,30,UB EL CONDOR,,CALLAO,CALLAO,CALLAO,PERU,-77.092056,-12.012384,"-77.0921, -12.0124",4468
Colegio Alexander Von Humboldt,0x2c05,colegio,617-9090,AV BENAVIDES,30,UB HUMBOLDT,BENAVIDES 3081,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.002961,-12.128442,"-77.003, -12.1284",4469
Colegio Santo Tomas de Aquino,0x2c05,colegio,,AV PROLONGACION TACNA,2,,,LIMA,LIMA,LIMA,PERU,-77.032552,-12.042874,"-77.0326, -12.0429",4479
Colegio Corazon de Jesus,0x2c05,colegio,,CA FEDERICO BARRETO,3,UB SANTA CATALINA,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.019437,-12.079082,"-77.0194, -12.0791",4487
Colegio Jesus de Nazareth,0x2c05,colegio,,JR ANTONIO BAZO,16,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.013151,-12.0735,"-77.0132, -12.0735",4491
Colegio Militar Nuestra Se�ora de Monte Carlo,0x2c05,colegio,,JR IGNACIO COSSIO,16,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.012184,-12.073075,"-77.0122, -12.0731",4492
Los Licenciados de Ventanilla,0x2c05,colegio,,,,AH LOS LICENCIADOS DE VENTANILLA,,VENTANILLA,CALLAO,CALLAO,PERU,-77.131745,-11.878843,"-77.1317, -11.8788",4495
Heroes del Pacifico de Angamos 5096,0x2c05,colegio,,CA CALLE 8,,AH HIJOS DE GRAU,,VENTANILLA,CALLAO,CALLAO,PERU,-77.132599,-11.886132,"-77.1326, -11.8861",4499
Instituto Educativo Frances Divino Maestro,0x2c05,colegio,,CA ESCORPION,,UB NAVAL,,VENTANILLA,CALLAO,CALLAO,PERU,-77.127401,-11.88623,"-77.1274, -11.8862",4502
Colegio Particular Mackay,0x2c05,colegio,,AV LEONCIO PRADO,34,,,PUENTE PIEDRA,LIMA,LIMA,PERU,-77.106425,-11.839665,"-77.1064, -11.8397",4503
Colegio Vista Alegre,0x2c05,colegio,,CA CONCHITAS,,AH VISTA ALEGRE DE ZAPALLAL,,PUENTE PIEDRA,LIMA,LIMA,PERU,-77.110142,-11.841955,"-77.1101, -11.842",4504
William Henry Gates,0x2c05,colegio,,CA CASCADAS,,,,PUENTE PIEDRA,LIMA,LIMA,PERU,-77.110394,-11.83945,"-77.1104, -11.8394",4505
Policlinico El Bosque,0x3002,hospital,,AV CARLOS VALDERRAMA,3,UB EL BOSQUE,,RIMAC,LIMA,LIMA,PERU,-77.03192,-12.01849,"-77.0319, -12.0185",4506
Centro de Salud,0x3002,hospital,,,,,,RIMAC,LIMA,LIMA,PERU,-77.031629,-12.017435,"-77.0316, -12.0174",4508
Colegio de Mujeres,0x2c05,colegio,,AV BRAULIO SANCHO DAVILA,1,UB EL BOSQUE,,RIMAC,LIMA,LIMA,PERU,-77.035819,-12.019149,"-77.0358, -12.0191",4509
Centro de Salud Ciudad y Campo,0x3002,hospital,,AV JACINTO BENAVENTE,2,UB CIUDAD Y CAMPO,,RIMAC,LIMA,LIMA,PERU,-77.027756,-12.024557,"-77.0278, -12.0246",4511
Colegio Mariscal Caceres,0x2c05,colegio,,AV ROOSEVELT,2,UB LAS PALMAS DE SURCO,,SURCO,LIMA,LIMA,PERU,-77.007998,-12.146376,"-77.008, -12.1464",4516
Colegio Andres Razuri,0x2c05,colegio,,AV JOSE BALTA,2,UB TEJADA ALTA,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.016494,-12.142756,"-77.0165, -12.1428",4518
Colegio Abraham Roldan Poma,0x2c05,colegio,,AV ROOSEVELT,,UB LAS PALMAS DE SURCO,,SURCO,LIMA,LIMA,PERU,-77.006425,-12.145975,"-77.0064, -12.146",4523
Colegio Jorge Chavez,0x2c05,colegio,,JR COMBATE DE IQUIQUE,1,UB LOS ROSALES 3 ETAPA,,SURCO,LIMA,LIMA,PERU,-77.005252,-12.142953,"-77.0053, -12.143",4524
Colegio Divino Nino,0x2c05,colegio,,JR ROSENDO LEDER,10,,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.976927,-12.155293,"-76.9769, -12.1553",4527
Mi Peque�a Estrella,0x2c05,colegio,,CA JESUS MORALES,8,UB SAN JUAN ZONA A,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.974634,-12.160173,"-76.9746, -12.1602",4529
Saco Oliveros,0x2c05,colegio,,AV BELISARIO SUAREZ,2,AH SANTA ROSA 1 ETAPA,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.975832,-12.160461,"-76.9758, -12.1605",4530
Colegio Particular Pedro Ruiz Gallo,0x2c05,colegio,,AV CHORRILLOS,3,,,CHORRILLOS,LIMA,LIMA,PERU,-77.023068,-12.158468,"-77.0231, -12.1585",4532
Andres Avelino Caceres (IE),0x2c05,colegio,,AV ZARUMILLA,5,UB ZARUMILLA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.04904,-12.034897,"-77.049, -12.0349",4534
Colegio Nacional Santisima Cruz,0x2c05,colegio,,AV ZARUMILLA,8,UB ZARUMILLA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.053667,-12.03304,"-77.0537, -12.033",4536
Colegio Santisima Trinidad,0x2c05,colegio,,AV UNIVERSITARIA,28,UB EL PACIFICO 1 ETAPA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.083217,-12.004654,"-77.0832, -12.0047",4547
Colegio Lincoln College,0x2c05,colegio,,CA CALIFORNIA,9,COOP LA UNION,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.077806,-12.015867,"-77.0778, -12.0159",4553
Gran Unidad Escolar Jose Granda,0x2c05,colegio,,AV UNIVERSITARIA,2,AH HUSARES DE JUNIN,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.075806,-12.027815,"-77.0758, -12.0278",4555
Centro de Salud,0x3002,hospital,,AV UNIVERSITARIA,1,UB CONDEVILLA SE�OR 1 ETAPA 4 SECTOR,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.076463,-12.028524,"-77.0765, -12.0285",4556
Colegio Nacional San Martin de Porres,0x2c05,colegio,,AV UNIVERSITARIA,4,UB PERU II ZONA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.077005,-12.031146,"-77.077, -12.0311",4558
Colegio Privado Bertrano Russell,0x2e04,colegio,,AV ANTUNEZ DE MAYOLO,8,UB COVIDA 1 ETAPA,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.071732,-11.991853,"-77.0717, -11.9919",4581
Clinica Las Amapolas,0x3002,hospital,,AV ANTUNEZ DE MAYOLO,8,UB COVIDA 1 ETAPA,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.071918,-11.993535,"-77.0719, -11.9935",4588
Colegio Nacional Cesar Vallejo,0x2c05,colegio,,JR DANIEL HERNANDEZ,4,UB COVIDA 1 ETAPA,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.077006,-11.993609,"-77.077, -11.9936",4592
Colegio Nacional,0x2c05,colegio,,AV ANTUNEZ DE MAYOLO,9,UB MERCURIO,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.073157,-11.994675,"-77.0732, -11.9947",4598
Colegio Nuestra Senora de Lourdes,0x2c05,colegio,,AV ANGAMOS ESTE,20,,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.009065,-12.112499,"-77.0091, -12.1125",4605
Colegio Privado Virgen Inmaculada,0x2c05,colegio,,AV MORRO SOLAR,2,UB VALLE HERMOSO OESTE,,SURCO,LIMA,LIMA,PERU,-76.979106,-12.110758,"-76.9791, -12.1108",4615
Clinica Zegarra,0x3002,hospital,,AV ANGAMOS ESTE,8,UB CHACARILLA DEL ESTANQUE,,SURCO,LIMA,LIMA,PERU,-76.983515,-12.110855,"-76.9835, -12.1109",4617
Colegio Santa Querubina,0x2c05,colegio,,AV EL SAUCE,4,UB SAN ANTONIO DEL PEDREGAL,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-76.999885,-12.122538,"-76.9999, -12.1225",4623
Puesto Salud San Antonio del Pedregal,0x3002,hospital,,AV EL SAUCE,5,UB SAN ANTONIO DEL PEDREGAL,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-76.998969,-12.121196,"-76.999, -12.1212",4628
Cuna Jardin,0x2c05,colegio,,AV TOMAS MARSANO,23,UB HUMBOLDT,AV. TOMAS MARSANO,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.00463,-12.124281,"-77.0046, -12.1243",4630
CE de varones 453 - Surco,0x2c05,colegio,,,,,,SAN JERONIMO DE SURCO,HUAROCHIRI,LIMA,PERU,-76.439759,-11.883698,"-76.4398, -11.8837",4639
CEI Nuestra Se�ora Virgen del Carmen,0x2c05,colegio,,PASAJE 8,,AH HUARIPACHI,,MATUCANA,HUAROCHIRI,LIMA,PERU,-76.378667,-11.841207,"-76.3787, -11.8412",4643
Hospital San Juan de Matucana,0x3002,hospital,,JR FLORIDA,2,,,MATUCANA,HUAROCHIRI,LIMA,PERU,-76.38148,-11.842836,"-76.3815, -11.8428",4645
CE No 20567 Ricardo Bentin - Matucana,0x2c05,colegio,,,,,,MATUCANA,HUAROCHIRI,LIMA,PERU,-76.385923,-11.844431,"-76.3859, -11.8444",4649
CEI Rosa Alarco,0x2c05,colegio,,JR CUSCO,1,,,MATUCANA,HUAROCHIRI,LIMA,PERU,-76.386961,-11.845136,"-76.387, -11.8451",4651
IEI San Juanito,0x2c05,colegio,,JR AREQUIPA,1,,,MATUCANA,HUAROCHIRI,LIMA,PERU,-76.386575,-11.846329,"-76.3866, -11.8463",4652
CEN No 20568 Miguel Grau,0x2c05,colegio,,JR FLORIDA,1,,,MATUCANA,HUAROCHIRI,LIMA,PERU,-76.38228,-11.84329,"-76.3823, -11.8433",4653
CE Paul Harris,0x2c05,colegio,,JR LIMA,10,,,MATUCANA,HUAROCHIRI,LIMA,PERU,-76.383834,-11.843203,"-76.3838, -11.8432",4656
IEI 396 Mariscal Andres Avelino Caceres,0x2c05,colegio,,AV SIMON BOLIVAR,1,UB RICARDO PALMA,,RICARDO PALMA,HUAROCHIRI,LIMA,PERU,-76.664379,-11.923575,"-76.6644, -11.9236",4659
Centro de Salud Ricardo Palma,0x3002,hospital,,AV 5 DE SETIEMBRE,1,UB RICARDO PALMA,,RICARDO PALMA,HUAROCHIRI,LIMA,PERU,-76.662983,-11.923709,"-76.663, -11.9237",4663
Centro de Rehabilitacion Otra Oportunidad,0x3002,hospital,,AV ABRAHAM VALDELOMAR,,UB SANTA ANA,,RICARDO PALMA,HUAROCHIRI,LIMA,PERU,-76.659808,-11.924273,"-76.6598, -11.9243",4664
Centro Terapeutico Proyecto Vida,0x3002,hospital,,AV JOSE SANTOS CHOCANO,,UB SANTA ANA,,RICARDO PALMA,HUAROCHIRI,LIMA,PERU,-76.659028,-11.925113,"-76.659, -11.9251",4665
CEN MonitorHuascar,0x2c05,colegio,,CA LOS EUCALIPTOS,,CMTE 5,,RICARDO PALMA,HUAROCHIRI,LIMA,PERU,-76.66353,-11.927428,"-76.6635, -11.9274",4667
Clinica Good Hope,0x3002,hospital,610-7300,MALECON BAJADA BALTA,9,,MALECON BALTA 956,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.034337,-12.125554,"-77.0343, -12.1256",4777
Colegio Santa Anita,0x2c05,colegio,,CA CALANDRIAS,3,,,SANTA ANITA,LIMA,LIMA,PERU,-76.964967,-12.044853,"-76.965, -12.0449",4802
Hernann Buse de la Guerra,0x2c05,colegio,,AV MANUEL VIVANCO,7,,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.061383,-12.078336,"-77.0614, -12.0783",4817
Centro Salud Corcona,0x3002,hospital,,CARR CARRETERA CENTRAL,,,,SANTA CRUZ DE COCACHACRA,HUAROCHIRI,LIMA,PERU,-76.580503,-11.91048,"-76.5805, -11.9105",4868
Hospicio Santa Gemma,0x3002,hospital,,JR ATAHUALPA,,,,RIMAC,LIMA,LIMA,PERU,-77.0258,-12.03524,"-77.0258, -12.0352",4926
Republica de Cuba (CE),0x2c05,colegio,,AV TUPAC AMARU,1,PJ FEDERICO VILLARREAL,,COMAS,LIMA,LIMA,PERU,-77.033723,-11.908444,"-77.0337, -11.9084",4978
Hospital Jose Augusto Tello,0x3002,hospital,,CA EMILIO DEL SOLAR,1,,,LURIGANCHO,LIMA,LIMA,PERU,-76.693449,-11.934497,"-76.6934, -11.9345",4984
Clara de Cogorno (CE),0x2c05,colegio,,JR AGUSTIN TOVAR,1,,,LA PUNTA,CALLAO,CALLAO,PERU,-77.163166,-12.074064,"-77.1632, -12.0741",5017
Juan Velasco Alvarado (CE),0x2c05,colegio,,AV VICTOR MALASQUEZ,,CP PICAPIEDRA,,PACHACAMAC,LIMA,LIMA,PERU,-76.866781,-12.18787,"-76.8668, -12.1879",5043
Clinica Centenario Peruano Japonesa,0x3002,hospital,"218 1017, 460 1523",AV PASO DE LOS ANDES,7,,PASO DE LOS ANDES 675,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.059141,-12.072859,"-77.0591, -12.0729",5112
Hospital Municipal los Olivos,0x3002,hospital,,AV NARANJAL,3,UB INDUSTRIAL INFANTAS,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.063302,-11.976781,"-77.0633, -11.9768",5338
Centro Medico Municipal,0x3002,hospital,,AV SURCO,4,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.015679,-12.147,"-77.0157, -12.147",5413
Centro Salud Villa Victoria,0x3002,hospital,,PJE PROPUESTAS,,AH SAN JUAN MASIAS,,SAN BORJA,LIMA,LIMA,PERU,-77.002422,-12.08429,"-77.0024, -12.0843",5414
Colegio Manuel Gonzales Prada,0x2c05,colegio,,CA DEL COMERCIO,,AH SAN JUAN MASIAS,,SAN BORJA,LIMA,LIMA,PERU,-77.001756,-12.085675,"-77.0018, -12.0857",5417
Clinica Santa Lucia,0x3002,hospital,,AV GUARDIA CIVIL,3,,,SAN BORJA,LIMA,LIMA,PERU,-77.008361,-12.09149,"-77.0084, -12.0915",5418
Centro Medico las Palmeras,0x3002,hospital,,AV JAVIER PRADO OESTE,14,UB ORRANTIA,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.045513,-12.094225,"-77.0455, -12.0942",5448
Entrada Emergencia Maria Auxiliadora,0x3002,hospital,,AV LOS HEROES,12,,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.957118,-12.160672,"-76.9571, -12.1607",5630
Laboratorio Central de la Policia Nacional,0x3002,hospital,,AV ANDRES ARAMBURU,5,UB LIMATAMBO,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.024862,-12.102829,"-77.0249, -12.1028",5646
Clinica Maison de Sante San Isidro,0x3002,hospital,222-8917,AV EMILIO CAVENECIA,1,,OVALO GUTIERREZ,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.037449,-12.109671,"-77.0374, -12.1097",5651
Colegio Franco Peruano,0x2c05,colegio,,,,UB SANTA TERESA,,SURCO,LIMA,LIMA,PERU,-76.979061,-12.117444,"-76.9791, -12.1174",5730
Colegio Trener,0x2c05,colegio,,AV CRISTOBAL DE PERALTA SUR,10,UB VALLE HERMOSO DE MONTERRICO,,SURCO,LIMA,LIMA,PERU,-76.976669,-12.120946,"-76.9767, -12.1209",5731
Monterrico Chistian School,0x2c05,colegio,,,,UB CASUARINAS,,SURCO,LIMA,LIMA,PERU,-76.9737,-12.124356,"-76.9737, -12.1244",5734
Colegio San Jose de Monterrico,0x2c05,colegio,,,,UB EL EUCALIPTO,,SURCO,LIMA,LIMA,PERU,-76.967943,-12.109887,"-76.9679, -12.1099",5735
Colegio Regina Pacis,0x2c05,colegio,,AV ALONSO DE MOLINA,8,UB LAS VILLAS DE MONTERRICO,,SURCO,LIMA,LIMA,PERU,-76.97011,-12.110251,"-76.9701, -12.1103",5736
Colegio Salcantay,0x2c05,colegio,,CA JUAN XXIII,1,UB MONTERRICO CHICO,,SURCO,LIMA,LIMA,PERU,-76.965315,-12.096146,"-76.9653, -12.0961",5742
Colegio Leonardo da Vinci,0x2c05,colegio,,CIRCUNVALACION DEL GOLF,4,UB CLUB GOLF LOS INCAS,,SURCO,LIMA,LIMA,PERU,-76.959325,-12.076051,"-76.9593, -12.0761",5746
Colegio Bruning,0x2c05,colegio,,CA BERNARDO ALCEDO,1,UB SANTA PATRICIA 3 ETAPA,,LA MOLINA,LIMA,LIMA,PERU,-76.946165,-12.066973,"-76.9462, -12.067",5752
Colegio Alpamayo,0x2c05,colegio,,AV JAVIER PRADO ESTE,72,,,ATE,LIMA,LIMA,PERU,-76.938376,-12.063462,"-76.9384, -12.0635",5755
Colegio America,0x2c05,colegio,,,,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.129233,-12.061317,"-77.1292, -12.0613",5783
Los 3 Chanchitos,0x2c05,colegio,,,,UB LOS PORTALES,,LA MOLINA,LIMA,LIMA,PERU,-76.928228,-12.084151,"-76.9282, -12.0842",5807
Cambridge College,0x2c05,colegio,,AV ALAMEDA DE LOS MOLINOS,,UB LA ENCANTADA DE VILLA,,CHORRILLOS,LIMA,LIMA,PERU,-77.004202,-12.212595,"-77.0042, -12.2126",5837
Colegio San Antonio de Padua,0x2c05,colegio,,CA LUIS SAENZ,5,,,JESUS MARIA,LIMA,LIMA,PERU,-77.053145,-12.082376,"-77.0531, -12.0824",5842
Colegio los Alamos,0x2c05,colegio,,JR ESTADOS UNIDOS,6,,,JESUS MARIA,LIMA,LIMA,PERU,-77.054356,-12.083835,"-77.0544, -12.0838",5843
Colegio de Jesus,0x2c05,colegio,,AV BRASIL,23,,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.05998,-12.082306,"-77.06, -12.0823",5845
Colegio Nuestra Se�ora del Perpetuo Socorro,0x2c05,colegio,,AV GENERAL MANUEL VIVANCO,1,,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.058366,-12.080233,"-77.0584, -12.0802",5846
Colegio Cesar Vallejo,0x2c05,colegio,,AV MEXICO,20,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.00647,-12.068042,"-77.0065, -12.068",5854
Liceo Naval Almirante Guisse,0x2c05,colegio,,,,UB SAN BORJA SUR,,SAN BORJA,LIMA,LIMA,PERU,-76.999489,-12.096576,"-76.9995, -12.0966",5861
William Lambert Brittain College,0x2c05,colegio,,AV EL DERBY,4,UB EL VIVERO,,SURCO,LIMA,LIMA,PERU,-76.979127,-12.099037,"-76.9791, -12.099",5869
Holy Trinity School,0x2c05,colegio,,AV EL DERBY,4,UB EL VIVERO,,SURCO,LIMA,LIMA,PERU,-76.976849,-12.098655,"-76.9768, -12.0987",5870
Markham College,0x2c05,colegio,,AV EL DERBY,3,UB EL DERBY,,SURCO,LIMA,LIMA,PERU,-76.97525,-12.098478,"-76.9753, -12.0985",5871
Jockey Salud,0x3002,hospital,,CC JOCKEY PLAZA,,,,SURCO,LIMA,LIMA,PERU,-76.97716,-12.085025,"-76.9772, -12.085",5873
Colegio Santa Ana,0x2c05,colegio,,AV SUCRE,8,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.07689,-12.086771,"-77.0769, -12.0868",5885
Colegio Mater Admirabilis,0x2c05,colegio,,CA LA MAR,3,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.082879,-12.088703,"-77.0829, -12.0887",5887
Colegio San Judas Tadeo,0x2c05,colegio,,,,UB SANTA FLORENCIA,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.079599,-12.08194,"-77.0796, -12.0819",5891
Colegio Confucio,0x2c05,colegio,,AV JOSE DE LA RIVA AGUERO,3,UB PANDO 4 ETAPA,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.084988,-12.082444,"-77.085, -12.0824",5893
Colegio Isabel Flores de Olivo,0x2c05,colegio,,AV JUAN DELLEPIANI,5,UB ORRANTIA DEL MAR,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.055865,-12.103787,"-77.0559, -12.1038",5905
Colegio Maria Reiche,0x2c05,colegio,,AV AUGUSTO PEREZ ARANIBAR,17,,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.054644,-12.107201,"-77.0546, -12.1072",5907
Colegio Reina de la Paz,0x2c05,colegio,,AV BELEN,2,UB SANTA INES,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.047462,-12.106319,"-77.0475, -12.1063",5912
Colegio Belen,0x2c05,colegio,440-2235 / 422-4418 / 222-726,AV ALVAREZ CALDERON,7,UB SANTA INES,AV. ALVAREZ CALDERON 761,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.046562,-12.103556,"-77.0466, -12.1036",5913
Colegio Nuestra Se�ora del Buen Consejo,0x2c05,colegio,,JR ZORRITOS,6,UB CHACRA COLORADA,,BRENA,LIMA,LIMA,PERU,-77.048105,-12.050284,"-77.0481, -12.0503",5956
Colegio Almirante Guisse,0x2c05,colegio,,AV VENEZUELA,51,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.090021,-12.061931,"-77.09, -12.0619",5958
Colegio Salesiano Don Bosco del Callao,0x2c05,colegio,,JR GARCIA CALDERON,1,,,CALLAO,CALLAO,CALLAO,PERU,-77.137402,-12.054039,"-77.1374, -12.054",5960
Colegio 2 de Mayo,0x2c05,colegio,,AV GAMARRA,2,UB CHUCUITO,,CALLAO,CALLAO,CALLAO,PERU,-77.152332,-12.064109,"-77.1523, -12.0641",5964
Colegio Jose del Carmen Marin Arista,0x2c05,colegio,,AV NICOLAS DE PIEROLA,15,,,LIMA,LIMA,LIMA,PERU,-77.0278,-12.05598,"-77.0278, -12.056",6018
Policlinico Municipal Jesus Maria,0x3002,hospital,,CA JOSE PLAZA,1,,,JESUS MARIA,LIMA,LIMA,PERU,-77.049739,-12.071633,"-77.0497, -12.0716",6092
